GUID;ExtrusionX (mm)
1_$Y2ti754QBRV1xTW_9bN;4732.0
1hS7RKJBb2pAVk1vDzhwsG;4616.0
0BxobaCR902P1uyXCTgiFZ;4272.0
05L3QGtW96CwiSXM_SAXIv;4332.0
0Raqjft5L78gqaWtjh9e1j;-5030.0
1AYfhRr297OgMAQPnPFzTk;5016.0
2l3FL$Iln58Ayajo4RqQhW;4188.0
2FsCfEnI91wgifYUD4vaLz;4974.0
0cMH96x$rAEhhfTOOetNoV;5644.0
33HjNQ8MT5AeyiuI8y$j5L;10132.0
2_CHIZ9Sz4JvMMGns6xGK6;4706.0
24dsfB5Xf85fs1iPsfl9lL;4260.0
3sYOO9Mu59F9XWdmo$4AY1;-4766.0
2cSp73K7vFvfs$1LRQgYXb;5638.0
1kjFBfU0j2rRtyrasYjcga;4618.0
2m$HO25mP7xeQFR4nGbT1y;3926.0
1bHHg72ID7Nw2jiS_1vL6N;7860.0
0E2jEXefL6gfuXaCxg4X05;4936.0
3M8jPBmhnAWv8rx2Gcprxw;-4960.0
3m0Y6PMJj6KeT4ztgGTE0p;9116.0
1UV1Qqk7T0sfvOTTn6W6D0;4996.0
2s$9FASlLBPPI8SY6v1TxB;5280.0
3A20ga00n5KgzqHbWdmqPh;4665.0
35PUEmxE51gO5zY7OThM6V;4288.0
3cAeozFof0sw12BTTplU_t;4595.0
3wVk2xLMfFxwPMm9EbVoxG;5628.0
0M1jxpsM54U91xbC6AGKwm;3837.0
33cP6RPBz0yOz8scgSWLuc;3837.0
0GeTIwEmf4sfgBBwvlnsJr;4493.0
1dKke7tEn3rRfQw6Y6JPRo;4178.0
0g$iZQJfP7WOh2uWxO5sqp;4178.0
2UGzpCa8v3Ie07q$aU6WXz;4960.0
2pQC$dyij8_A_W92vNgob6;-4967.0
2BwYeWzqrAGwvMYCB$H1de;-5268.0
3__RIbz0LAD8F1dG3IR7Lk;-4532.0
3MRp4_3BL76PPKHgJZAzmk;4680.0
0B6rP9UQf0Bg3bCfkkspID;4852.0
34aIWoxVb4neTL_Dylicl8;4218.0
0X3x4HWanEVwvXYqEtmDbj;5638.0
2DeTVbl198tQO0zzgeW101;4423.0
2oqKA8vg5AjvnKmY0gEXTS;4851.0
1Z8dM$hxb6Sv6ziA1peb7s;5280.0
3tI0wWH8vFGvc1AUbznlS4;7860.0
1W0s_VVTL93BNRHXRcUAic;5638.0
3xYajZd5v68BaMAg0HB9lU;5004.0
2bdpJr01zDB8X$hL2$BlYf;5064.0
05Pu69N71BWfz$rHC9qt_l;5294.0
3_uiuLd3PFFv$ngNAoGtvq;5638.0
1_gnEsPSn2ZOH5ZLwAB15t;-5391.0
0si$sLUUP1_wjGxwmv7uVB;5280.0
22e6i7It58MQqCsP20n75o;4229.0
0CmQXVHnj1AxDweVoDGM3c;4954.0
1tVSiqwM53n94oqh2FiflY;4732.0
3bKgy5bs51u8ethaaAtxMR;-3866.0
1bZ$BXPCb5rxiCwJTZpbaD;5638.0
2LiYEyjJPDmvDrKYWCMxST;-3876.0
2Nn9o13OX7ABe5YciguplQ;5078.0
1ILxfa3K1AqhcVvffSKPCm;5280.0
2WMKeimIzFhBMznBmCKb7U;4291.0
1Ps6fS1DT1Z8YUbSnWSMFG;4852.0
1UAj0fVHzA$OSSI2MgS7on;5560.0
0AJTV5Voj2WhVwagGDOZNx;5280.0
3Q4Ifjgrn778ifakj49Vgn;5638.0
30DSZwowXAx94W3GjlhMId;4851.0
2KhwPP_J15Q9v2C0dt0Cig;4732.0
3uaSujaifBRQWEQs7bOyoG;4229.0
2g2mapcn11zfgkLdZ4$TU8;-3849.0
0QhZTSA8TF4gj9feDxtib7;5294.0
3U3oemrMnCyOK$960fv4M$;3922.0
2Cve9UxxD2YvLjA8y6be2O;4596.0
1SE_z6eFPEK9C4aw$WpkIH;4954.0
1$axYrRVnElxui70uZJcD4;4660.0
14zXBR0OX7wRmyhfB_O2$D;4160.0
2B$IYyCGH9WQM1__3Ie$UZ;-4150.0
2BqPq7NnHFYgRl7E_H4UOj;-5270.0
1ZhiwjJjLDVOjwnZmexYM2;5270.0
1d8IHgNmTB8PvDc_Sc$$2_;-4842.0
3mUyZiYjj9cxpQ9GUdXDE1;-6212.0
3aaPWmzCz5DBgN0qKfWFzW;3861.0
2o_KO5JYrFAgorQogszbh6;-3916.0
20XAlVEbP7WxlvPI4QETYT;4208.0
2Z6onBYVbD0AMNNkqJlbGQ;-5030.0
2TO4qdtkv8HQwueKPCMDYx;3887.0
0JvWL3ZOz7fR$P4Fi$rrOQ;-3878.0
3SsWOO4sn87w7qqBzwkeqy;3864.0
10HbsFq$P2rQatYvhHYQrJ;6802.0
08eiibr7X21exFuNBS02Ir;-3883.0
2zCzUsqJL0n8Y_ECinjQzu;3852.0
1D0rU9k3L0vR6GhOOB6i2q;8971.0
2PWaRBopnEWAsWluIL1_4c;5254.0
1Lj2ME8Bf9j8aU8h$QIg$T;8335.0
1Lz6TUYqHAtPD0RiO4WlEn;6775.0
267Har2drFLgYjKQqLRWNP;4852.0
1yTZnNKPv28xs2TPd0Ksx2;4160.0
0C3IslalHFCvvK88ESmgas;3944.0
01SyEMtTjAv9Zu1ss7IA3Y;6506.0
1CV2JD6Rn7ruhIPspurQrr;4732.0
3gmEy5nv1ENRXc1i_sZvuU;4302.0
1PdgedTqr6AA1zt_N4wVYt;5074.0
0dm8fTZN11_A2qImh4dRPs;4288.0
0OW_lp5nH639Hn4F$yHlWy;5074.0
1r7Ds5u893OQ9_b6bK_4Au;5280.0
0tsTLExbb4JhP_foxF_zS5;5280.0
0uO$55eDzBoQIb$_X5qY6F;5280.0
0FSsuNI7D0swX4L1pISQKE;5280.0
3X5ukDRe501OscDD_a8z2d;5638.0
1gvU0wworDxBbEBfw5hW9F;5264.0
1O_RcxyIrCLRKS79D2mqn5;3866.0
1s$nhWIfj0aA4KIDhuzedh;3866.0
1QakMYeMz0I8gZYVXzfic5;-3866.0
3HDXk_LeL1l9ow4ktg7fBb;5054.0
2W0vBmJdvBUepm__T3cGEz;3894.0
1sbeaAOp19kwbz2egm1YAQ;4618.0
3vJwDIJurD3hl2LXBmwRGy;5294.0
2KgVC22Zn7j9rNd91dgzgR;4278.0
35GWxpzIT4jhvjRSHqCYqS;7860.0
31q2pINEH3IwwkNYuZ$aH9;5294.0
2c$Q9Zeh15ZPcIaJWdlJ8p;4696.0
0mNip3NaP6M9T9f0Lr03Tq;4271.0
2TkZ1gkMb2GgHZJ5wMT0kR;7193.0
0lb8Nv771A5wwbzI92KteO;8335.0
1h6Si84pT4YhxRXVf1li7e;4696.0
0CnF1oUqH64f1Z$8WHdynL;5054.0
2Ivu$D0Xz91xoPhaHBLRzA;7276.0
1gsUZTo9D5mxXJqkiBEnvT;4271.0
1BGvFSknf9kvGnIYZfk6hd;5518.0
3QLeh7yJvD8BwxeLwc7uy7;4852.0
248kNo5Zf2DPB46oQJBQMK;4680.0
3K_lH3tt5739Kaz2x5seLM;5280.0
3hKePoY3TBgQTELe5qRTnJ;6246.0
0NrJvomlb8degVc7gEki74;6466.0
0ZRHNdwOPEkuDOcFU1BIkt;6466.0
0AeWzmY2n8Gg6w$WIcqy6x;6436.0
0HjS_zHGvAG8HIEzpR9ILP;6294.0
0xtA26NUP9EAU8D$gu7euy;6258.0
1CGcMHpHz58fgfEw9I5fLq;3866.0
3TTDoKIsHEyBIYZAfg8lgb;-3866.0
1$FoOY_OH0_xagZMJbw1MT;6127.0
2oz$vNhQj1TOFV1a4j06dc;-6530.0
2AOQ2y7Tb6Twd2Y34Zfd6N;5992.0
20h06s8m1AJhKf_8vWaWxW;5069.0
1dUykckN12pBUces3eCgkJ;-4929.0
0WIqKlpKjCHu2CZXkVMVD3;5397.0
2IoKQitQ9Cavx9u8mRukxf;6262.0
3INedVi3b1bBeB2$vNDbg7;7860.0
3tN7CXMl569AzdnbL6kazP;-6244.0
3kiild6rf7wRERq8WE9xC_;6436.0
3BA$XjOZXD8eLq2vRnREhn;3866.0
1lBK$QQJD2Phk2qKCiQylp;6262.0
3lZWtsTyz0UxUcEffFeVJy;4710.0
0WQNf3Jg9Bp9rsEQWsghx3;5972.0
3bhrGK6OrFEfIasysbzidb;4122.0
3X73pLGKH2BeIlsqgs9NSI;-4122.0
1rgE9Utm9Dk9bqgbKvPgQN;3985.0
1OAhmUjr5EM9FHthYJ3GF4;6466.0
2PbSJgf2P0hercXWmtbiGe;-3985.0
177qUvtmn8hvxojpCZuYgS;4588.0
22oM2VjrbEZelsd49SdTrB;-4757.0
2guUO9iQ19mg8bfi82QwDf;-3879.0
0N84qGUiP6vhofCQsU3eXi;6460.0
0HZ0HAk0P0ZBqcKd4Ekav_;-6198.0
1JmpqoY1bB6vK19QksI4Tx;4532.0
07r4jEPwH6_9iRHfR3w0yH;5967.0
3QyzLo9vTA79xDLfOrw8AY;3900.0
3pROoBCbH6aP_3KWS7n78S;4122.0
1ByAuQcnD3XPN6coXKzNj8;-4122.0
38pO4_zsvBwx0Ja_53iK57;6187.0
1fGvdVZBnEfRoKdZ_sC9aN;6810.0
0hPJLYN5rC1AtpGSUg9Bkb;6287.0
0_JClsVLP5zQQgpplY2Y0r;6810.0
3Tycgk7G9A8vHiWpQDe_7C;6237.0
0qb39sXWHBxgSxjoSuDPoX;6629.0
18ZUgL1Jr9ufvrH2RzrM6H;5931.0
307QHoSgnByvTptnt2$pQ7;-8054.0
170L30Cj5BBRMZPL_NUwg8;5895.0
2zRoj_6dnA299UYAS_35Ky;6810.0
0t2lavrLH3ihWI44NspN7p;6148.0
3RVR1pLSD9yf3ArRnzsTBp;6200.0
3rMUymCrX8S9edGM9rghdh;6456.0
3uFjefwdP3zPPtSpgDTF3I;6456.0
0_9gdvf1HDVuD0rRvTfAeu;5055.0
3cI9F51BfFF8qDwu$c862A;-4914.0
2WO5LUxTb7FP8J$VdHRlJw;4004.0
1EZ4zBda94o8vFO27OUSZA;-3986.0
28G9Tq2wbCKe$K2Jrumogh;7039.0
36X$uS7NzA1PyeCufGbHTI;-3831.0
3lyesAhLXBd81lnhAhUlcT;3895.0
1o8ExP4R594wkLJxQCOaeK;6200.0
0pCcur1hv15wls_jqSUjZR;3930.0
3p7ZDvuj99Zh2Vnk6EEz$l;5157.0
3c96Z_dAb9RwGhNAWxAkqS;-3922.0
00PuNFSab6fwPH_7kgtONp;7768.0
1m9EHec1n6mhneUirogXyw;7793.0
337I3iBx5Dyey5gebwt13Y;3960.0
1x4T$z8KP2X9lk2X3PJnzR;5050.0
09S2XbGXn0bg0LlARLH_Xy;7527.0
1NLUlvSCj6QgTMycCAckZ6;8940.0
0j$mN2Myf8ngiC93HF0LwW;7705.0
0QBT2XdiPDAAbhrIg6n1v0;7605.0
0mbTQq8Rn2FvAERIakWCT3;5400.0
2ONCsIsN9EfB266AhomQc2;4160.0
1JLNtm7Lz7wuuGCgc4Vszc;4160.0
1Ja9_9E9fE0u3_NQm3gzTz;4781.0
0v8toOVrP19PoCyGPfO3ey;-5273.0
25V0gbWmn0TBxea1JGwmZE;7276.0
1v$UroLpH2Keef_HgESNYs;7860.0
29jFBRPJ59tvKWIxLMsYhy;8961.0
2$bVoNXAfA8Rgtwr4$VlLo;9153.0
0s$ylCgK52Wh6KE2VTKApx;8971.0
1dXgsbKXn6hBG09IxYTtIG;7729.0
3nBTYCD8j6YgtUANksyjCv;-7701.0
14EMiFs3TFmPFZKZVXIPg$;7193.0
3onbAAcoX6vReVPlZwyHIY;6300.0
1ioI3lEr52vhX9V4W20qe5;-4737.0
1ERXGQoNb0dPSDYSenEUQi;7863.0
11ThmFimnBg9jT63_eaQ0G;4226.0
0cRfEjIm923eNgVrfD9Vrq;5735.0
3WsvpyteXFMA727RBs$bub;4160.0
1mdQgCdfTA48ZgiCiyUFAx;-5030.0
3Tt$J758zEQv0BLXZBBghs;3930.0
1jsnzNFsL1VfZa96Q7BWAP;4304.0
1vgqwSTqfCIAUMddKa9sJu;6816.0
0fWsRiR8z0lvlFn8CR8RkV;5288.0
2owCR$aljDXAVn5cPPi1wZ;4065.0
2WZhUYncb55uVyiUlUMPtf;4065.0
1nAr5abgTEABD8_izftbvy;4361.0
3W$7akMUr4JPRxUerrO00x;4740.0
0TCryYld58khwaTVWUIy58;7193.0
3uxlTbbuH1a9RZqVa0zo9K;7860.0
12rsPlnBnCTv2jpoHf6MkW;4560.0
2CMUP0jVD1VARs1izVKPoX;4160.0
2C4y4MBen1q8IvS_v3yutc;4740.0
0yCNfcelL7vhBmEn4LqL65;3930.0
058T_B6jbCqxcAk86HvNg6;3930.0
0hweufPgj6yQLGV$$7NQRM;4959.0
3rmswZUpnAiRPdKAi05YVz;3930.0
1RE99s9vP42PTM8j9SVTTj;4160.0
3u9uXWWTf9ZuowrsDfUnMr;4160.0
0dorof8$9EIvLU7XigYtSf;4160.0
0W0nB1G7bBA9TcPJCU7MM2;-4370.0
0eslxflLr9Ze15Q90oz$ud;6050.0
2Okk2$ew98IRF3UiM9ZXpB;8335.0
3WOXb5U1j73BZN7gXirzRb;8335.0
2s4sx35tXFdwVSzUIesVEn;-8335.0
0azKh3inj1I8MKpnYvQtuh;8335.0
2$ucqkTEf8HP7m6bpOdn1p;8458.0
28Io5cBV13LRgeuVF55qfl;4122.0
2C09U91wH6zgblMSYL2PR$;4160.0
18Vg_ilOXC1uNcxdBZz2ex;8581.0
1nCEIWOSP3Af5t1Ja7lds_;6476.0
1YgZGHu2P5C8gdpVsQgCtF;5090.0
0JM35CuRr7auwKpKCE8YpU;7781.0
19DMmIiiP66uDR2DcB7OUS;8581.0
3N5zuLXVjCl9bQG5y4jYvJ;5251.0
1GWWblcITDox8ioZnQkpbE;6050.0
1oSxTxaVj05xuipclEnpAB;3960.0
0skYsAjn91IusJj9kM8dhF;-3904.0
2J7GPM$tfCuQFqyaNBpY1K;-3917.0
2XWn1d8qn5Bxf0YJPrWxbA;-4122.0
3DmGFuDeT6$e73vBhvIZuW;4122.0
0bFbN3BIz9whbqx2BFvc0S;-4122.0
32zX7dmrL5OxilZAWc4GGr;-4122.0
2sBEkLW$5AK9pfEvPKicok;5876.0
1S0zr1qmDC1B6pX0Q4458u;5994.0
3u9lBcJd10$Pn2cef5W3xN;4122.0
0HEpsFq9590P3$XCSSzhSv;6638.0
0mnjjhiET79vhAKC1CELFT;6638.0
3bIHCPFzn4gRl48jpbXltq;6163.0
10ovGAUlX0$ujCmTaHQq12;6163.0
1AQFSZi5rCpQggoWcIttJj;6810.0
0AulRHmor6UxUIUPbFVzz7;6476.0
1JJDgD07X938_X$7w5JJ$y;6810.0
2PA5vM$0PCsPfYCckqVGpO;6122.0
2KDmibNUvCpgbLdC4j6wrU;6472.0
0qjnp$1PzD3P7xqIUw2jmI;6163.0
00Ti39zE15xvX505YgVa4N;5890.0
3jOMVMraDEielx02IA1zlf;6433.0
14A9c4M6XC$PoOQBBrbf_$;6433.0
1Gu3N00t1BKOCWnr56MrWp;6367.0
1UlkAepAT8QeQdbxqrYRYB;5280.0
1T$U6mokL0JA2XdGaiyrgc;5898.0
3NmezP3Zj27Rc31pjK1QcQ;3932.0
3xRKW5sAD1Xeu1$VWN7XIJ;-3876.0
2fgMcELZj8DxVS5duAfEiz;-3859.0
1PAP6Y0R10zR4bjaHVn$fb;3861.0
2qnXbtfcT9CRQy_XjhuKLo;-3878.0
301NEmWkX5Gwn47_AGoFMs;-3859.0
1d0g_8PWL4R8Ssy8mgDwSb;3861.0
2pJ$1DcTL3Jff82R8Z0Sny;-3878.0
1sZx_gMxjAdg5iX1bW2PpB;-3859.0
2_jm_UZDP6YeTksloigbOw;4616.0
2$_I6iPU53JBaft41$sSch;4974.0
0iul5aThr59xLEWtYyHqB8;4188.0
1fYg0xtKD5SBSNWARM2cV9;4616.0
0o$XJ6yZzE195Z_dJkVd09;4974.0
1514t0Z1nDUf2tJjdYVcjA;4188.0
0MY$QElPz3RAwlyC8nHA6r;4616.0
3RqiB8ELrBnxQRFPXDwisQ;4974.0
1jWnd$2vXA9hAsQMGsUw9z;5280.0
0Nb0uEVNXCluCY0wk8t3au;4228.0
3ALnB$THX8O9o9q1hfRQ1_;5014.0
2j_rD6RG9A9eWLglCKoq4k;-4618.0
1Fu9xxyZT6_w_NY5g0EOLR;5471.0
1TUG6ZiaHE688K7K4WP96o;4188.0
1nWNqBPHj08BGi0EzyenVA;4852.0
1CmwXJrtzEsu$dG92_YLhE;3988.0
1uxpX6891B8v6ZRcvPHAcK;3900.0
1vzblrpivDegAB5FGnMUp1;3960.0
1XrH07i3n3aeYoLYBCXg47;3929.0
1oU2Me4dj5$hlmrhKecZm2;4122.0
1lyAyiqpf0G9yU$IJiiFFm;4493.0
2uOG8abgP31OdBcanGPIa0;4493.0
3qfyV4URHCYQYRT91AF4td;4493.0
1bdOy_niH6TQDJ5CP0PXgK;4065.0
05Awa55E9DhQgd9zPAMaZ1;4852.0
3RSg3lCRf96wfXMitNPDCe;4851.0
0b0GhDXrH2yRlvYiFJMqV_;4493.0
3hpvisQsnDVx6YY3KCSkLg;5280.0
3Pcq3k$2bCxBuh0kFTdymi;5280.0
0tPFJ5xUjCtfA5e76$qiuC;4278.0
3KT5sehH58l9z$w98RpLXF;4852.0
2Wsi5OU1LAdBguA1pklSX4;8933.0
09taRAg$T4zQnQYQ6fW$JP;4587.0
3EX5e4vq91gAXj1XSsFMxO;4506.0
2Pf63D5Y97KvUbY5jGlY8S;4498.0
19PmTirYbEUfmtdg2ezrMe;4997.0
1UnjUty_v9MPnEFLx$EVE6;4997.0
0dsh2Yu9z5Ph817ehtc9d2;3901.0
2IS5pGcD977Qj2wQJ9lnL1;4851.0
2qVqbmEbHDyAwcsjvcM0MR;5280.0
3k0g5WrwL91h56YB7N8Dr$;4488.0
28Qh7i7E53SwCjIfBCst5d;5638.0
2YcrgMtgHDAxdUq9pC7uTB;4488.0
2Yb$LDqzXFlA9rvcb31NHL;4651.0
1cvoOIaez3Xfo1JbUV2CP5;4851.0
1GMkKpOXD7D9tdYnGtO8Ps;4065.0
0CiFvfS61FOvjYvyHTfkX6;-4532.0
2$1r$BN$v6eRCV0Qsdbp_z;5518.0
0MuQK8l_T4aAVIEu4Ah$9L;3932.0
0uqMIZjdXDdgZ2EojwtM5O;-3932.0
32FaY94bX6kvq7Pz9Mm3AS;3876.0
39D2rCGKX7UBoA6Q7cFSNk;-5280.0
